WKT,name,description
"POLYGON ((106.7323326 -6.4495641, 106.7790245 -6.4584339, 106.8016838 -6.4550225, 106.8229699 -6.4638922, 106.8394493 -6.4618454, 106.8600487 -6.4713972, 106.882708 -6.4700327, 106.8978142 -6.4413764, 106.8985009 -6.3963419, 106.8957345 -6.3720153, 106.8854546 -6.3663167, 106.873095 -6.3649519, 106.8689751 -6.3574453, 106.851809 -6.3472089, 106.8476693 -6.3406238, 106.8257164 -6.3574453, 106.8154168 -6.355398, 106.8051171 -6.3588102, 106.7879509 -6.3594926, 106.7920708 -6.3451615, 106.7996239 -6.3356073, 106.8064904 -6.3178633, 106.7913842 -6.3137684, 106.7790245 -6.3178633, 106.7728447 -6.332195, 106.764605 -6.3451615, 106.7515587 -6.3465264, 106.7501854 -6.3547156, 106.7446923 -6.3915653, 106.743319 -6.4031656, 106.7378258 -6.4052127, 106.7350792 -6.4181773, 106.7350792 -6.4345533, 106.7323326 -6.4495641))",Depok,
