WKT,name,description
"POLYGON ((110.0201628 -7.8912841, 110.0943205 -7.9239296, 110.2124235 -7.9837731, 110.32778 -8.0191311, 110.3744719 -8.0680832, 110.4651091 -8.1251865, 110.5941984 -8.1387813, 110.6573698 -8.1850002, 110.7452604 -8.198593, 110.8358976 -8.1877188, 110.7946989 -8.1496568, 110.7864592 -8.1034338, 110.7562468 -8.0653638, 110.7644865 -8.0055322, 110.7892058 -7.8749603, 110.780966 -7.8178221, 110.7535002 -7.8232642, 110.7177946 -7.7933319, 110.6793425 -7.8096588, 110.6656096 -7.7770043, 110.6381437 -7.7987743, 110.5887053 -7.8042166, 110.5667326 -7.7878894, 110.5392668 -7.7987743, 110.5035612 -7.7742829, 110.4843351 -7.6980786, 110.4678557 -7.6136935, 110.4431364 -7.5429061, 110.3689787 -7.6082488, 110.294821 -7.6681374, 110.2673552 -7.706244, 110.2701018 -7.651805, 110.1986906 -7.6545271, 110.1162932 -7.6626934, 110.1382658 -7.6871912, 110.1382658 -7.7497902, 110.0696013 -7.8042166, 110.0201628 -7.8912841))",DI Yogyakarta,
