WKT,name,description
"LINESTRING (106.7268197 -6.1003478, 106.685621 -6.0989823, 106.6993539 -6.1153683, 106.6897408 -6.1208301, 106.6869943 -6.1413117, 106.6883675 -6.1740805, 106.7240731 -6.1904642, 106.7172067 -6.2232299, 106.7432992 -6.2232299, 106.7515389 -6.2450727, 106.7597787 -6.260089, 106.7570321 -6.2737398, 106.7748849 -6.3092304, 106.8023507 -6.32015, 106.7913644 -6.3665561, 106.8325631 -6.3624616, 106.8476693 -6.3406238, 106.8586556 -6.3542725, 106.879255 -6.3556374, 106.8957345 -6.3720153, 106.9108407 -6.3638264, 106.921827 -6.3078654, 106.9094674 -6.2901204, 106.9067208 -6.2696446, 106.9053475 -6.2587239, 106.9245736 -6.2518983, 106.9410531 -6.2532634, 106.9492928 -6.2382469, 106.9479196 -6.2245951, 106.9671456 -6.210943, 106.9753854 -6.1836377, 106.9685189 -6.0935202, 106.8847482 -6.0935202, 106.8435494 -6.1235611, 106.7899911 -6.1099063, 106.7584054 -6.1003478, 106.7268197 -6.1003478)",Dki Jakarta,
